Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TerminationType,TerminationDescription
42,No,Travel_Rarely,Human Resources,1,3,Other,2476,Female,1,Healthcare Representative,Divorced,174650,8,13,1,7,3,5,0,4,Unk,
55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,2477,Female,1,Sales Executive,Married,73510,8,20,1,34,3,1,0,0,Resignation,Record your institution south stop play.
33,No,Non-Travel,Research & Development,14,3,Other,2478,Male,1,Research Scientist,Divorced,108200,5,12,0,11,2,9,1,7,Retirement,Feel individual dog in sort product.
41,No,Travel_Rarely,Research & Development,5,3,Medical,2479,Male,1,Sales Representative,Divorced,121690,1,19,0,5,2,5,0,4,Unk,
34,No,Non-Travel,Research & Development,7,4,Medical,2480,Female,1,Research Scientist,Divorced,196260,1,21,0,15,5,15,0,7,Unk,
53,No,Non-Travel,Research & Development,10,4,Medical,2481,Male,2,Healthcare Representative,Married,20700,4,13,2,27,2,3,0,2,Unk,
43,No,Travel_Rarely,Sales,16,2,Marketing,2482,Female,1,Laboratory Technician,Single,67820,0,16,1,10,2,9,1,8,Unk,
34,No,Travel_Rarely,Sales,10,2,Life Sciences,2483,Female,5,Sales Executive,Single,77790,5,12,1,6,2,2,2,2,Unk,
21,Yes,Travel_Rarely,Sales,1,2,Marketing,2484,Male,5,Healthcare Representative,Single,27910,1,14,0,1,3,1,1,0,Unk,
38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2485,Female,2,Sales Executive,Married,32010,1,11,1,5,3,5,0,4,Unk,
22,Yes,Travel_Rarely,Research & Development,1,3,Other,2486,Male,4,Research Scientist,Married,49680,1,14,0,1,3,1,0,0,Unk,
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,2487,Male,5,Sales Executive,Married,131200,1,12,2,13,6,12,5,7,Unk,
51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2488,Female,1,Manager,Married,40330,2,14,0,15,2,2,2,2,Retirement,Become cell want page fight.
37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,2489,Male,2,Sales Executive,Married,32910,1,16,3,5,2,5,0,3,Involuntary,Or tax believe thank cell.
46,No,Travel_Rarely,Sales,3,4,Marketing,2490,Female,1,Sales Representative,Divorced,42720,7,13,0,24,3,2,2,2,Resignation,Ask audience become still building.
36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,2491,Female,4,Research Scientist,Married,50560,7,12,0,15,2,12,5,7,Unk,
44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,2492,Male,1,Research Scientist,Divorced,28440,1,12,0,6,2,5,2,3,Retirement,Organization walk against question.
37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,2493,Male,2,Sales Executive,Divorced,27030,2,14,0,19,2,10,4,7,Unk,
35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,2494,Male,2,Research Scientist,Single,19040,1,22,1,10,4,10,7,7,Unk,
33,No,Travel_Rarely,Research & Development,8,5,Medical,2495,Male,2,Laboratory Technician,Married,82240,6,19,0,14,3,10,7,6,Retirement,Unit develop chance scene court.
28,No,Travel_Rarely,Sales,9,3,Medical,2496,Female,2,Sales Executive,Married,47660,1,12,0,5,3,5,0,3,Involuntary,Rest hard air. Left me ready nature test mission.
39,No,Travel_Rarely,Sales,3,4,Marketing,2497,Female,2,Laboratory Technician,Single,26100,7,12,0,9,2,4,2,2,Voluntary,Test you set carry human kind.
46,No,Non-Travel,Research & Development,9,2,Life Sciences,2498,Male,2,Manufacturing Director,Single,57310,8,17,0,6,2,2,2,2,Retirement,Wrong practice hold serve image.
40,No,Travel_Rarely,Research & Development,2,2,Medical,2499,Male,1,Research Director,Married,25390,4,12,1,7,3,4,0,2,Involuntary,New arm manage.
42,No,Travel_Rarely,Research & Development,7,4,Other,2500,Female,2,Laboratory Technician,Married,57140,5,11,0,10,2,0,0,0,Voluntary,Official minute everyone level thing economic.
35,No,Non-Travel,Sales,10,1,Life Sciences,2501,Female,2,Research Director,Divorced,43230,2,18,3,15,3,7,1,7,Voluntary,Create news use.
38,No,Non-Travel,Sales,6,4,Marketing,2502,Male,3,Sales Executive,Divorced,73360,5,11,0,13,3,11,3,8,Unk,
34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,2503,Male,1,Manufacturing Director,Married,134990,4,23,2,11,2,7,0,7,Voluntary,According if detail quality difficult.
37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,2504,Male,1,Laboratory Technician,Single,137580,1,11,1,10,5,10,0,8,Unk,
39,No,Travel_Frequently,Research & Development,2,1,Medical,2505,Male,2,Healthcare Representative,Divorced,51550,2,18,1,7,3,2,2,2,Retirement,Sell first fill vote against.
43,No,Non-Travel,Human Resources,8,5,Medical,2506,Female,3,Sales Executive,Single,22580,4,18,0,7,2,3,1,2,Involuntary,Democrat stage daughter any own whom.
41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,2507,Male,3,Research Scientist,Single,35970,3,13,1,11,2,3,1,2,Unk,
41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,2508,Male,3,Laboratory Technician,Divorced,25150,0,18,0,23,2,22,13,5,Resignation,Ball total direction school.
30,No,Travel_Rarely,Sales,26,3,Marketing,2509,Female,2,Manager,Single,44200,9,11,0,9,3,7,0,2,Involuntary,History record itself my customer mention tree.
26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,2510,Female,3,Sales Executive,Married,65780,0,15,2,6,3,5,1,4,Unk,
46,Yes,Travel_Rarely,Research & Development,10,3,Medical,2511,Male,1,Sales Executive,Married,44220,4,11,1,13,2,9,3,7,Unk,
40,No,Travel_Rarely,Sales,27,2,Medical,2512,Female,3,Sales Executive,Divorced,102740,4,18,0,12,3,5,0,3,Involuntary,Enter fear pass wish.
34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2513,Male,2,Laboratory Technician,Married,53430,1,14,0,10,5,10,4,8,Resignation,Themselves huge Republican well feel land.
58,No,Non-Travel,Research & Development,2,4,Medical,2514,Male,1,Laboratory Technician,Divorced,23760,4,12,1,37,3,16,14,14,Resignation,Maintain all base produce.
35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,2515,Female,3,Manufacturing Director,Married,53460,0,14,0,6,3,5,0,3,Involuntary,Least future seem head identify crime stock.
47,No,Travel_Rarely,Research & Development,19,5,Medical,2516,Female,2,Research Scientist,Divorced,28270,8,14,1,28,3,22,14,10,Retirement,Answer today entire deep.
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2517,Male,2,Manager,Divorced,199430,2,13,1,15,3,7,7,7,Unk,
54,No,Travel_Rarely,Sales,27,4,Medical,2518,Male,1,Research Scientist,Married,31310,4,14,0,14,3,7,1,7,Unk,
31,No,Travel_Frequently,Sales,8,4,Other,2519,Female,3,Manufacturing Director,Married,25520,2,18,0,9,2,3,2,2,Voluntary,Hand ready detail same seek know toward.
28,No,Travel_Rarely,Sales,1,2,Life Sciences,2520,Male,3,Manager,Married,44770,1,15,0,3,6,3,1,2,Unk,
38,No,Travel_Rarely,Research & Development,19,3,Medical,2521,Female,2,Manufacturing Director,Married,64740,2,13,2,20,3,4,0,3,Unk,
26,No,Travel_Rarely,Sales,8,3,Marketing,2522,Female,1,Healthcare Representative,Single,30330,1,12,0,5,2,5,1,2,Involuntary,Dog together state.
58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,2523,Female,1,Sales Representative,Married,29360,2,13,1,23,3,2,2,2,Voluntary,Single media enjoy test ask effect air.
18,No,Non-Travel,Research & Development,2,3,Life Sciences,2524,Male,3,Sales Representative,Single,186060,1,24,2,0,4,0,0,0,Involuntary,Past value city attorney could onto bed.
31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2525,Male,3,Laboratory Technician,Married,21680,0,14,1,2,2,1,0,0,Unk,
29,Yes,Travel_Rarely,Research & Development,8,2,Medical,2526,Male,1,Manager,Divorced,28530,4,14,1,4,5,2,2,0,Unk,
45,No,Non-Travel,Sales,1,4,Technical Degree,2527,Male,1,Research Scientist,Married,170480,4,15,0,10,3,8,5,7,Unk,
36,No,Travel_Rarely,Sales,2,3,Technical Degree,2528,Female,5,Laboratory Technician,Married,22900,4,11,0,15,5,1,0,0,Voluntary,While still tend.
43,No,Travel_Frequently,Sales,8,3,Medical,2529,Male,1,Research Director,Married,36000,1,23,0,7,2,7,7,7,Retirement,Loss factor protect pressure fight thank prevent.
27,No,Travel_Frequently,Sales,8,4,Life Sciences,2530,Male,5,Research Scientist,Single,21070,0,13,0,6,2,5,0,2,Unk,
29,No,Travel_Frequently,Research & Development,6,2,Medical,2531,Male,1,Human Resources,Married,41150,1,11,0,11,1,11,3,10,Unk,
32,No,Travel_Frequently,Sales,9,4,Life Sciences,2532,Male,4,Sales Executive,Single,43270,8,13,0,4,4,0,0,0,Unk,
42,No,Non-Travel,Research & Development,11,3,Medical,2533,Male,1,Manager,Married,178560,3,18,0,10,2,6,3,3,Resignation,Account between environmental section group.
47,No,Travel_Rarely,Sales,2,2,Life Sciences,2534,Female,5,Manager,Single,31960,4,14,1,7,3,2,2,0,Resignation,Vote respond prove return left strategy do blue.
46,No,Travel_Rarely,Human Resources,1,3,Life Sciences,2535,Female,1,Laboratory Technician,Divorced,190810,3,21,0,12,2,9,4,7,Voluntary,Production several care various seek.
28,No,Non-Travel,Research & Development,7,3,Life Sciences,2536,Male,1,Sales Executive,Divorced,89660,1,16,1,3,3,3,2,2,Unk,
29,No,Travel_Rarely,Research & Development,16,3,Medical,2537,Female,1,Manufacturing Director,Divorced,22100,8,11,1,11,4,7,1,6,Unk,
42,No,Travel_Rarely,Sales,2,4,Medical,2538,Female,2,Research Director,Single,45390,4,17,1,8,5,0,0,0,Unk,
32,Yes,Travel_Rarely,Research & Development,1,1,Medical,2539,Male,2,Laboratory Technician,Single,27410,7,11,0,7,3,2,2,2,Involuntary,Why development even.
46,No,Travel_Rarely,Research & Development,23,1,Life Sciences,2540,Male,2,Laboratory Technician,Divorced,34910,2,14,0,25,0,19,2,8,Voluntary,Practice school PM her help open tough.
27,No,Travel_Rarely,Sales,2,3,Life Sciences,2541,Female,5,Research Scientist,Married,45410,1,14,2,9,4,9,5,8,Retirement,Defense Democrat threat professional month.
29,No,Travel_Rarely,Research & Development,1,2,Medical,2542,Male,3,Sales Executive,Married,26780,1,25,1,1,3,1,0,0,Unk,
43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2543,Male,1,Manufacturing Director,Married,73790,7,13,2,21,3,16,6,14,Voluntary,Because country common Republican perhaps garden.
48,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2544,Female,2,Manager,Married,62720,4,14,0,29,3,22,12,9,Voluntary,Control head ground agreement check ever.
29,Yes,Travel_Frequently,Research & Development,13,2,Life Sciences,2545,Female,1,Laboratory Technician,Single,52200,1,17,0,1,3,1,1,0,Involuntary,Sea marriage improve.
46,Yes,Travel_Rarely,Research & Development,4,4,Medical,2546,Female,2,Sales Representative,Married,27430,5,25,1,14,1,8,0,7,Unk,
27,No,Travel_Frequently,Research & Development,16,4,Medical,2547,Male,3,Healthcare Representative,Married,49980,0,20,2,8,3,7,7,3,Unk,
39,No,Travel_Rarely,Research & Development,2,3,Technical Degree,2548,Male,3,Healthcare Representative,Divorced,102520,8,13,1,7,3,2,2,2,Unk,
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,2549,Female,1,Human Resources,Married,27810,8,13,1,19,2,5,0,4,Voluntary,Work around personal cover reflect including.
28,No,Travel_Rarely,Research & Development,29,2,Life Sciences,2550,Male,2,Laboratory Technician,Married,68520,1,18,1,1,2,1,0,0,Involuntary,Can end hear discuss.
30,Yes,Travel_Rarely,Sales,12,4,Life Sciences,2551,Female,2,Sales Executive,Single,49500,1,12,2,1,3,1,0,0,Unk,
22,Yes,Travel_Rarely,Research & Development,16,2,Life Sciences,2552,Female,2,Laboratory Technician,Single,35790,1,19,3,1,3,1,0,0,Unk,
36,No,Travel_Rarely,Research & Development,11,3,Life Sciences,2553,Male,1,Sales Executive,Married,131910,1,14,1,10,2,10,1,7,Unk,
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2554,Female,5,Manager,Divorced,103770,1,14,0,10,2,10,0,2,Unk,
34,No,Travel_Rarely,Sales,14,2,Technical Degree,2555,Female,1,Sales Executive,Married,22350,2,14,1,9,2,5,1,0,Voluntary,Truth young just behind social.
29,No,Travel_Rarely,Research & Development,5,5,Life Sciences,2556,Female,1,Sales Executive,Single,105020,3,12,0,11,4,3,1,2,Unk,
37,No,Travel_Rarely,Research & Development,7,2,Medical,2557,Male,1,Manufacturing Director,Married,20110,5,13,0,16,4,5,0,4,Unk,
35,No,Travel_Rarely,Sales,2,1,Technical Degree,2558,Male,2,Laboratory Technician,Married,18590,0,25,1,4,2,3,0,2,Voluntary,Skill door others out marriage cut.
45,No,Travel_Rarely,Research & Development,3,3,Medical,2559,Female,2,Sales Executive,Married,37600,0,14,1,10,2,9,3,8,Retirement,During administration billion.
36,No,Travel_Frequently,Research & Development,5,3,Medical,2560,Female,4,Manufacturing Director,Single,177790,1,17,1,10,5,10,0,8,Unk,
40,No,Travel_Rarely,Research & Development,3,3,Other,2561,Male,1,Sales Executive,Divorced,68330,2,13,0,22,3,19,11,16,Unk,
26,No,Travel_Rarely,Research & Development,26,2,Life Sciences,2562,Male,2,Human Resources,Married,68120,1,13,0,1,2,1,1,0,Resignation,Amount particular answer show.
27,No,Travel_Rarely,Research & Development,4,3,Technical Degree,2563,Male,2,Manufacturing Director,Single,51710,0,20,1,9,1,8,0,7,Unk,
48,No,Travel_Frequently,Research & Development,2,3,Life Sciences,2564,Male,2,Research Director,Divorced,197400,3,14,0,24,2,22,4,7,Unk,
44,No,Travel_Rarely,Sales,1,2,Medical,2565,Male,4,Manager,Married,187110,2,12,1,10,0,2,2,2,Unk,
34,Yes,Non-Travel,Research & Development,27,2,Life Sciences,2566,Female,1,Sales Representative,Married,36920,1,12,1,5,5,5,3,0,Resignation,Example see table the.
56,Yes,Travel_Rarely,Human Resources,1,2,Medical,2567,Female,5,Sales Executive,Single,25590,1,21,0,5,3,4,1,0,Involuntary,Risk test morning lawyer.
36,No,Travel_Rarely,Research & Development,13,3,Technical Degree,2568,Female,3,Healthcare Representative,Married,25170,2,14,0,12,3,4,1,3,Unk,
41,No,Travel_Rarely,Research & Development,5,3,Life Sciences,2569,Female,1,Sales Executive,Married,66230,5,18,0,14,3,5,1,4,Resignation,Training party upon.
42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,2570,Female,2,Sales Executive,Married,182650,9,12,1,18,4,13,5,7,Involuntary,Tv fact life everybody picture case.
31,No,Travel_Rarely,Sales,9,4,Life Sciences,2571,Female,1,Sales Executive,Divorced,161240,2,23,1,8,2,5,1,4,Unk,
34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,2572,Female,3,Laboratory Technician,Married,25850,3,12,0,9,5,4,0,1,Unk,
31,No,Travel_Rarely,Sales,25,2,Life Sciences,2573,Female,3,Manufacturing Director,Divorced,182130,8,21,2,4,3,2,2,2,Voluntary,Dream return commercial. Gas will interview.
26,No,Travel_Frequently,Sales,16,2,Life Sciences,2574,Male,2,Healthcare Representative,Married,83800,0,14,0,8,3,7,7,7,Unk,
45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,2575,Female,2,Manager,Single,29940,4,18,1,12,2,4,0,3,Retirement,Pick memory station mother process election.
33,No,Travel_Rarely,Sales,1,3,Life Sciences,2576,Female,5,Sales Executive,Single,12230,1,13,1,10,3,10,0,9,Unk,
28,No,Travel_Frequently,Sales,8,3,Life Sciences,2577,Male,4,Research Scientist,Married,11180,1,11,0,7,3,7,0,7,Unk,
29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,2578,Male,2,Sales Executive,Single,28750,1,11,0,1,3,1,0,0,Retirement,Most since article thousand.
39,No,Non-Travel,Research & Development,8,5,Medical,2579,Female,2,Sales Representative,Married,188240,6,19,1,10,4,3,1,2,Unk,
27,No,Travel_Rarely,Sales,3,2,Technical Degree,2580,Male,2,Healthcare Representative,Married,135770,1,12,1,6,2,5,1,2,Unk,
34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,2581,Female,2,Manufacturing Director,Married,26250,1,12,3,16,4,15,6,11,Resignation,Stock professor pattern turn attention news.
28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,2582,Male,1,Research Director,Single,187890,3,16,1,6,4,2,2,2,Involuntary,Stuff campaign any huge you kid cup.
47,No,Non-Travel,Research & Development,1,4,Medical,2583,Male,1,Research Scientist,Married,45380,8,11,0,16,3,8,1,7,Resignation,Avoid so despite. Risk bill cause school off.
56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,2584,Female,2,Sales Executive,Married,198470,4,14,0,6,6,0,0,0,Retirement,Billion provide season another.
39,No,Travel_Rarely,Research & Development,1,3,Other,2585,Female,1,Laboratory Technician,Married,105120,1,12,1,10,2,10,7,9,Involuntary,Affect organization we organization well sense.
38,No,Travel_Frequently,Research & Development,4,2,Medical,2586,Female,1,Manager,Divorced,44440,1,13,0,20,2,20,0,7,Retirement,Room force them drop catch. Consumer why rock.
58,No,Travel_Rarely,Sales,5,3,Marketing,2587,Male,5,Sales Representative,Married,21540,4,21,1,29,3,1,0,0,Unk,
32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,2588,Male,2,Laboratory Technician,Single,191900,3,17,1,8,2,4,0,3,Resignation,Bring guy religious week second technology.
38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,2589,Female,1,Sales Representative,Divorced,44900,2,21,1,10,1,5,0,3,Unk,
49,No,Travel_Frequently,Sales,11,4,Life Sciences,2590,Male,2,Research Scientist,Married,35060,3,11,1,28,4,5,4,3,Unk,
42,No,Travel_Rarely,Sales,1,3,Life Sciences,2591,Female,1,Sales Executive,Divorced,23720,3,12,1,14,3,0,0,0,Voluntary,Money few season own goal social.
27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,2592,Male,4,Laboratory Technician,Married,102310,1,13,1,1,2,1,0,0,Retirement,Thank person level north none analysis its.
35,No,Travel_Rarely,Research & Development,25,1,Medical,2593,Male,1,Sales Executive,Married,54100,0,18,0,6,4,5,0,4,Voluntary,Create budget ground foot action note may.
28,No,Non-Travel,Research & Development,21,1,Medical,2594,Male,3,Research Scientist,Single,79780,1,16,2,5,2,5,1,4,Unk,
31,No,Non-Travel,Sales,23,1,Medical,2595,Male,1,Sales Executive,Divorced,38670,1,11,1,4,4,4,2,3,Unk,
36,No,Non-Travel,Research & Development,1,3,Life Sciences,2596,Male,2,Research Scientist,Married,28380,1,19,2,5,5,5,0,2,Retirement,In business challenge rock environment.
34,No,Travel_Rarely,Sales,2,3,Marketing,2597,Male,4,Healthcare Representative,Single,46950,1,16,1,14,2,14,2,1,Retirement,Personal themselves institution record.
34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,2598,Female,1,Research Director,Divorced,33390,1,16,0,9,2,8,1,1,Unk,
26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,2599,Male,2,Research Scientist,Single,20800,0,13,0,8,6,7,7,6,Unk,
29,No,Travel_Rarely,Research & Development,2,4,Other,2600,Male,2,Laboratory Technician,Married,20960,0,22,0,6,2,5,0,2,Unk,
32,No,Non-Travel,Research & Development,3,1,Life Sciences,2601,Male,3,Manager,Divorced,62090,5,17,1,9,5,5,1,2,Voluntary,Me who grow similar realize.
31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,2602,Female,2,Human Resources,Married,180610,1,14,1,10,2,10,8,7,Resignation,Whether give voice pull make.
28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,2603,Female,2,Sales Representative,Divorced,171230,5,15,1,6,2,4,0,3,Voluntary,Fire necessary sing first traditional.
38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,2604,Male,3,Sales Representative,Single,23720,4,12,0,20,3,1,0,0,Voluntary,Left she before though finally.
35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,2605,Male,2,Sales Representative,Married,48830,1,18,1,10,1,10,0,9,Resignation,Enough final gun case.
